id,book_id,rating,review_text,created_at
196,26,5,Emotionally powerful and beautifully structured.,2024-02-17 09:29:23
197,26,1,Emotionally powerful and beautifully structured.,2023-07-04 09:29:23
198,26,5,"Not my cup of tea, but I can see why others enjoy it.",2024-12-16 09:29:23
199,26,3,The characters felt real and relatable.,2025-10-05 09:29:23
200,26,4,I couldn't put this book down. Every chapter kept me hooked.,2024-12-28 09:29:23
201,26,4,The characters felt real and relatable.,2025-08-27 09:29:23
202,26,4,"A bit slow at the beginning, but it builds into something incredible.",2025-09-10 09:29:23
203,26,2,"Overrated in my opinion, but still a decent read.",2025-07-25 09:29:23
204,27,1,An unforgettable journey through human emotions and moral choices.,2025-01-23 09:29:23
205,27,2,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-09-06 09:29:23
206,27,3,An unforgettable journey through human emotions and moral choices.,2024-05-20 09:29:23
207,27,5,The characters felt real and relatable.,2024-07-11 09:29:23
208,27,3,"Dark, intense, and thought-provoking. Brilliant work.",2024-12-04 09:29:23
209,27,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-12-29 09:29:23
210,27,3,"Not my cup of tea, but I can see why others enjoy it.",2023-06-12 09:29:23
211,27,4,This book changed the way I see the world.,2023-07-10 09:29:23
212,27,1,The plot twists were amazing! I didn’t see them coming.,2023-06-10 09:29:23
213,27,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2025-01-02 09:29:23
214,28,4,A classic everyone should read at least once in their life.,2023-10-16 09:29:23
215,28,1,The plot twists were amazing! I didn’t see them coming.,2023-07-23 09:29:23
216,28,3,"Dark, intense, and thought-provoking. Brilliant work.",2025-07-06 09:29:23
217,28,2,"Some parts dragged a bit, but overall, it’s worth it.",2024-12-19 09:29:23
218,28,5,The plot twists were amazing! I didn’t see them coming.,2023-07-08 09:29:23
219,28,5,"Dark, intense, and thought-provoking. Brilliant work.",2023-10-06 09:29:23
220,28,2,An absolute masterpiece! The writing and storytelling are phenomenal.,2023-08-28 09:29:23
221,29,4,Emotionally powerful and beautifully structured.,2025-08-15 09:29:23
222,29,1,"A bit slow at the beginning, but it builds into something incredible.",2024-03-09 09:29:23
223,29,4,I couldn't put this book down. Every chapter kept me hooked.,2025-06-04 09:29:23
224,29,3,"A bit slow at the beginning, but it builds into something incredible.",2024-08-26 09:29:23
225,29,5,"Some parts dragged a bit, but overall, it’s worth it.",2025-04-23 09:29:23
226,29,2,"A bit slow at the beginning, but it builds into something incredible.",2025-09-27 09:29:23
227,29,3,The plot twists were amazing! I didn’t see them coming.,2023-07-08 09:29:23
228,30,5,"Overrated in my opinion, but still a decent read.",2023-10-27 09:29:23
229,30,1,Beautifully written with deep emotional impact.,2025-04-17 09:29:23
230,30,5,"A bit slow at the beginning, but it builds into something incredible.",2025-05-10 09:29:23
231,30,4,A must-read for fans of good storytelling.,2025-10-04 09:29:23
232,30,1,The characters felt real and relatable.,2024-02-10 09:29:23
233,30,1,This book changed the way I see the world.,2025-05-17 09:29:23
234,30,3,A classic everyone should read at least once in their life.,2024-10-23 09:29:23
235,30,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-09-20 09:29:23
236,30,2,An absolute masterpiece! The writing and storytelling are phenomenal.,2023-06-18 09:29:23
237,30,1,I couldn't put this book down. Every chapter kept me hooked.,2025-06-30 09:29:23
238,30,2,Emotionally powerful and beautifully structured.,2025-01-21 09:29:23
239,31,3,This book changed the way I see the world.,2023-10-01 09:29:23
240,31,3,"Overrated in my opinion, but still a decent read.",2025-05-03 09:29:23
241,31,3,I couldn't put this book down. Every chapter kept me hooked.,2025-08-03 09:29:23
242,31,5,This book changed the way I see the world.,2024-06-20 09:29:23
243,31,2,Emotionally powerful and beautifully structured.,2023-10-06 09:29:23
244,31,5,"Dark, intense, and thought-provoking. Brilliant work.",2025-06-09 09:29:23
245,31,3,A classic everyone should read at least once in their life.,2024-10-25 09:29:23
246,31,3,The characters felt real and relatable.,2023-11-21 09:29:23
247,31,4,"Overrated in my opinion, but still a decent read.",2025-09-24 09:29:23
248,31,4,Beautifully written with deep emotional impact.,2025-06-04 09:29:23
249,32,1,An unforgettable journey through human emotions and moral choices.,2024-07-17 09:29:23
250,32,4,"Not my cup of tea, but I can see why others enjoy it.",2025-03-05 09:29:23
251,32,3,A classic everyone should read at least once in their life.,2023-08-28 09:29:23
252,32,2,"Overrated in my opinion, but still a decent read.",2024-01-24 09:29:23
253,32,4,"Some parts dragged a bit, but overall, it’s worth it.",2023-10-26 09:29:23
254,32,2,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-12-25 09:29:23
255,32,5,I couldn't put this book down. Every chapter kept me hooked.,2024-05-21 09:29:23
256,33,4,"Dark, intense, and thought-provoking. Brilliant work.",2023-05-20 09:29:23
257,33,3,"Not my cup of tea, but I can see why others enjoy it.",2024-09-17 09:29:23
258,33,2,"Some parts dragged a bit, but overall, it’s worth it.",2024-04-03 09:29:23
259,33,3,A must-read for fans of good storytelling.,2024-10-20 09:29:23
260,33,4,Emotionally powerful and beautifully structured.,2023-10-20 09:29:23
261,33,5,"Overrated in my opinion, but still a decent read.",2025-08-24 09:29:23
262,34,4,"A bit slow at the beginning, but it builds into something incredible.",2023-05-20 09:29:23
263,34,1,I couldn't put this book down. Every chapter kept me hooked.,2023-06-06 09:29:23
264,34,3,"Some parts dragged a bit, but overall, it’s worth it.",2025-07-13 09:29:23
265,34,3,Emotionally powerful and beautifully structured.,2025-05-09 09:29:23
266,34,3,The characters felt real and relatable.,2024-12-22 09:29:23
267,34,4,Beautifully written with deep emotional impact.,2025-05-09 09:29:23
268,34,3,"Dark, intense, and thought-provoking. Brilliant work.",2024-06-04 09:29:23
269,35,2,The characters felt real and relatable.,2025-07-30 09:29:23
270,35,4,An unforgettable journey through human emotions and moral choices.,2024-12-03 09:29:23
271,35,3,Beautifully written with deep emotional impact.,2025-07-14 09:29:23
272,35,5,The characters felt real and relatable.,2023-08-24 09:29:23
273,35,2,"Dark, intense, and thought-provoking. Brilliant work.",2025-08-03 09:29:23
274,35,2,This book changed the way I see the world.,2024-06-25 09:29:23
275,35,1,A classic everyone should read at least once in their life.,2025-02-10 09:29:23
276,35,2,Beautifully written with deep emotional impact.,2023-05-26 09:29:23
277,35,4,This book changed the way I see the world.,2024-06-23 09:29:23
278,35,2,Emotionally powerful and beautifully structured.,2025-10-11 09:29:23
279,36,2,A classic everyone should read at least once in their life.,2024-03-01 09:29:23
280,36,4,Beautifully written with deep emotional impact.,2024-10-31 09:29:23
281,36,2,An unforgettable journey through human emotions and moral choices.,2024-09-13 09:29:23
282,36,3,A must-read for fans of good storytelling.,2024-07-07 09:29:23
283,36,4,"Overrated in my opinion, but still a decent read.",2024-11-28 09:29:23
284,36,1,"Some parts dragged a bit, but overall, it’s worth it.",2025-02-05 09:29:23
285,36,1,An unforgettable journey through human emotions and moral choices.,2023-11-06 09:29:23
286,36,3,The characters felt real and relatable.,2024-10-07 09:29:23
287,37,1,"Overrated in my opinion, but still a decent read.",2023-05-16 09:29:23
288,37,2,A must-read for fans of good storytelling.,2023-08-01 09:29:23
289,37,1,"A bit slow at the beginning, but it builds into something incredible.",2025-08-07 09:29:23
290,37,1,Emotionally powerful and beautifully structured.,2023-05-31 09:29:23
291,37,1,A must-read for fans of good storytelling.,2024-02-16 09:29:23
292,37,5,The characters felt real and relatable.,2024-10-08 09:29:23
293,37,1,"Some parts dragged a bit, but overall, it’s worth it.",2023-05-29 09:29:23
294,37,5,"A bit slow at the beginning, but it builds into something incredible.",2024-11-30 09:29:23
295,37,1,A must-read for fans of good storytelling.,2025-01-19 09:29:23
296,38,3,Emotionally powerful and beautifully structured.,2024-04-05 09:29:23
297,38,1,A classic everyone should read at least once in their life.,2023-05-11 09:29:23
298,38,3,An absolute masterpiece! The writing and storytelling are phenomenal.,2025-01-26 09:29:23
299,38,3,The plot twists were amazing! I didn’t see them coming.,2023-12-19 09:29:23
300,38,3,The plot twists were amazing! I didn’t see them coming.,2023-10-13 09:29:23
301,38,4,"Dark, intense, and thought-provoking. Brilliant work.",2023-06-12 09:29:23
302,39,3,An unforgettable journey through human emotions and moral choices.,2024-06-23 09:29:23
303,39,2,The characters felt real and relatable.,2025-03-12 09:29:23
304,39,5,The plot twists were amazing! I didn’t see them coming.,2024-02-11 09:29:23
305,39,3,"A bit slow at the beginning, but it builds into something incredible.",2024-06-12 09:29:23
306,39,2,A must-read for fans of good storytelling.,2024-02-17 09:29:23
307,40,3,"Some parts dragged a bit, but overall, it’s worth it.",2023-11-17 09:29:23
308,40,4,"A bit slow at the beginning, but it builds into something incredible.",2024-04-10 09:29:23
309,40,3,"Overrated in my opinion, but still a decent read.",2024-09-29 09:29:23
310,40,3,The characters felt real and relatable.,2025-01-05 09:29:23
311,40,2,The plot twists were amazing! I didn’t see them coming.,2024-04-17 09:29:23
312,40,1,I couldn't put this book down. Every chapter kept me hooked.,2025-09-16 09:29:23
313,40,3,Beautifully written with deep emotional impact.,2024-11-28 09:29:23
314,41,1,"Overrated in my opinion, but still a decent read.",2024-05-30 09:29:23
315,41,1,Beautifully written with deep emotional impact.,2024-02-23 09:29:23
316,41,4,"A bit slow at the beginning, but it builds into something incredible.",2023-10-20 09:29:23
317,41,1,"A bit slow at the beginning, but it builds into something incredible.",2025-08-06 09:29:23
318,41,1,"Dark, intense, and thought-provoking. Brilliant work.",2024-06-09 09:29:23
319,42,2,This book changed the way I see the world.,2025-05-22 09:29:23
320,42,3,A must-read for fans of good storytelling.,2024-01-24 09:29:23
321,42,3,I couldn't put this book down. Every chapter kept me hooked.,2025-03-20 09:29:23
322,42,5,A must-read for fans of good storytelling.,2025-04-10 09:29:23
323,42,4,I couldn't put this book down. Every chapter kept me hooked.,2024-05-01 09:29:23
324,42,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-12-04 09:29:23
325,42,3,An absolute masterpiece! The writing and storytelling are phenomenal.,2023-08-07 09:29:23
326,43,3,I couldn't put this book down. Every chapter kept me hooked.,2025-05-29 09:29:23
327,43,4,Beautifully written with deep emotional impact.,2023-09-21 09:29:23
328,43,4,"Overrated in my opinion, but still a decent read.",2024-06-12 09:29:23
329,43,1,A must-read for fans of good storytelling.,2024-09-24 09:29:23
330,43,4,I couldn't put this book down. Every chapter kept me hooked.,2025-08-14 09:29:23
331,43,5,"Dark, intense, and thought-provoking. Brilliant work.",2025-02-01 09:29:23
332,44,4,"Not my cup of tea, but I can see why others enjoy it.",2024-05-20 09:29:23
333,44,4,"Dark, intense, and thought-provoking. Brilliant work.",2024-07-26 09:29:23
334,44,3,The characters felt real and relatable.,2024-03-12 09:29:23
335,44,1,An unforgettable journey through human emotions and moral choices.,2024-10-05 09:29:23
336,44,2,"Some parts dragged a bit, but overall, it’s worth it.",2023-11-25 09:29:23
337,44,2,I couldn't put this book down. Every chapter kept me hooked.,2023-05-25 09:29:23
338,44,5,A classic everyone should read at least once in their life.,2025-07-26 09:29:23
339,45,3,An unforgettable journey through human emotions and moral choices.,2024-12-04 09:29:23
340,45,5,The plot twists were amazing! I didn’t see them coming.,2023-10-06 09:29:23
341,45,2,"Overrated in my opinion, but still a decent read.",2024-06-27 09:29:23
342,45,2,An unforgettable journey through human emotions and moral choices.,2024-04-05 09:29:23
343,45,3,"A bit slow at the beginning, but it builds into something incredible.",2025-06-15 09:29:23
344,45,5,"A bit slow at the beginning, but it builds into something incredible.",2025-09-03 09:29:23
345,45,1,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-09-11 09:29:23
346,45,2,I couldn't put this book down. Every chapter kept me hooked.,2025-03-16 09:29:23
347,45,1,A must-read for fans of good storytelling.,2024-06-22 09:29:23
348,45,4,"A bit slow at the beginning, but it builds into something incredible.",2025-06-17 09:29:23
349,46,4,A classic everyone should read at least once in their life.,2025-01-25 09:29:23
350,46,1,The characters felt real and relatable.,2025-03-08 09:29:23
351,46,2,A must-read for fans of good storytelling.,2024-02-24 09:29:23
352,46,3,A must-read for fans of good storytelling.,2023-12-10 09:29:23
353,46,5,"Some parts dragged a bit, but overall, it’s worth it.",2024-06-15 09:29:23
354,46,3,This book changed the way I see the world.,2023-10-22 09:29:23
355,46,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2024-12-12 09:29:23
356,47,2,Emotionally powerful and beautifully structured.,2025-03-01 09:29:23
357,47,3,The characters felt real and relatable.,2024-08-16 09:29:23
358,47,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2025-04-21 09:29:23
359,47,4,A must-read for fans of good storytelling.,2025-04-04 09:29:23
360,47,3,Beautifully written with deep emotional impact.,2025-10-01 09:29:23
361,47,4,"Overrated in my opinion, but still a decent read.",2024-11-26 09:29:23
362,47,2,Emotionally powerful and beautifully structured.,2024-12-22 09:29:23
363,47,5,"Dark, intense, and thought-provoking. Brilliant work.",2024-02-29 09:29:23
364,47,1,"A bit slow at the beginning, but it builds into something incredible.",2024-12-25 09:29:23
365,48,5,Beautifully written with deep emotional impact.,2025-02-14 09:29:23
366,48,1,Beautifully written with deep emotional impact.,2025-05-16 09:29:23
367,48,5,I couldn't put this book down. Every chapter kept me hooked.,2023-06-10 09:29:23
368,48,5,"Not my cup of tea, but I can see why others enjoy it.",2023-10-22 09:29:23
369,48,4,Emotionally powerful and beautifully structured.,2025-02-09 09:29:23
370,48,1,An unforgettable journey through human emotions and moral choices.,2024-10-26 09:29:23
371,48,3,This book changed the way I see the world.,2024-03-26 09:29:23
372,48,2,This book changed the way I see the world.,2025-08-14 09:29:23
373,48,5,An absolute masterpiece! The writing and storytelling are phenomenal.,2025-10-13 09:29:23
374,48,2,"Some parts dragged a bit, but overall, it’s worth it.",2025-08-31 09:29:23
375,48,2,"Dark, intense, and thought-provoking. Brilliant work.",2025-02-26 09:29:23
376,49,4,An absolute masterpiece! The writing and storytelling are phenomenal.,2023-06-28 09:29:23
377,49,4,This book changed the way I see the world.,2024-04-07 09:29:23
378,49,5,"Some parts dragged a bit, but overall, it’s worth it.",2024-04-27 09:29:23
379,49,1,A classic everyone should read at least once in their life.,2023-09-24 09:29:23
380,49,3,"A bit slow at the beginning, but it builds into something incredible.",2025-06-26 09:29:23
381,49,5,The plot twists were amazing! I didn’t see them coming.,2023-11-29 09:29:23
382,50,3,"Overrated in my opinion, but still a decent read.",2025-08-07 09:29:23
383,50,4,A must-read for fans of good storytelling.,2024-02-24 09:29:23
384,50,2,"Overrated in my opinion, but still a decent read.",2024-04-01 09:29:23
385,50,2,An unforgettable journey through human emotions and moral choices.,2023-12-20 09:29:23
386,50,5,This book changed the way I see the world.,2025-05-21 09:29:23
